siviilipalveluksen	None
haluttiin	Past
kihlasi	Past
suihkutettiin	Past
perehdy	Present
nimikirjoituksen	None
yksisoluiset	None
narikalta	None
raakukoon	Present
kiehtonut	Past
aktiiviselta	None
valittivat	Past
teologian	None
hallitsen	Present
kirjasi	Past
massiivi	None
suurarkkipiispaa	None
yhdenmukaistukaa	Present
työstävät	Present
bittisenä	None
salakuljetti	Past
valtionuskonnoksi	None
hienouksia	None
parlamenttia	None
murenevat	Present
vuorotteli	Past
takkuili	Past
luonnonmaantiede	None
häädetty	Past
määräyksessä	None
asettuva	Present
velvoitetaan	Present
survoisit	Present
rapistunet	Present
kustantanut	Past
laatii	Present
ympäröity	Past
bulevardi	None
sulatti	Past
pussitettu	Past
opasti	Past
linjannut	Past
rajatuilla	None
uritettu	Past
poikkeaa	Present
karkotuksia	None
sulattelisit	Present
jaettava	Present
krapularyypyillä	None
kehkeytynyt	Past
nassakalla	None
työpaikkoja	None
brittiläisenä	None
korjattava	Present
marksismissa	None
thaimaalaisista	None
estänyt	Past
munii	Present
bernhardilaisin	None
vinojen	None
kelmentynet	Present
tilastotieteeseen	None
vetivät	Past
purjehditaan	Present
lentoyhtiöstä	None
kohotkoon	Present
aplodeerauksiin	None
kaivettu	Past
halkova	Present
supistunut	Past
lennätetään	Present
nähtäisiin	Present
ottelee	Present
organisoiva	Present
vapauduttaisiin	Present
yhteistyöjärjestön	None
rokkaan	Present
suhtautuisin	Present
munitusmunalta	None
toimintojen	None
päivään	Present
unohdellette	Present
galaksijoukon	None
hienoja	None
oikeutti	Past
ympärysmitan	None
sulkeutui	Past
kytkevät	Present
kuljimme	Past
lausuivat	Past
kahvat	None
hakeutunut	Past
alensi	Past
rajauskynällä	None
aneleva	Present
välittää	Present
tataareihin	None
hohti	Past
kaareutuvat	Present
konsentroituvat	Present
verkosto	None
ujostelkaamme	Present
poistan	Present
jättiläiskalmari	None
rajoitti	Past
saneerasi	Past
puursitte	Past
tasapainotetaan	Present
hyväksyt	Present
onnistuttava	Present
maata	Present
tajuan	Present
peilasivat	Past
viestitti	Past
potkuriturbiinissa	None
palkitsisi	Present
sallittaisiin	Present
aiheutettiin	Past
romaanin	None
koettavat	Present
vetotkoot	Present
vilahtaa	Present
koukuttaa	Present
tahdistaa	Present
hillitsevä	Present
bioottiselta	None
nousisi	Present
varmistutaan	Present
muunsivat	Past
kasvattaisi	Present
painostivat	Past
raskausmyrkytyksen	None
antautuisi	Present
kirjallisuudessa	None
polveutuisi	Present
etiketöinevät	Present
kajastettaisiin	Present
länsimaisia	None
salamurhien	None
purkautunut	Past
niveltyy	Present
astutettiin	Past
jähmettyi	Past
huumauduit	Past
maistuisi	Present
äänitetään	Present
tyydy	Present
riisuttu	Past
kritikoisivat	Present
heittäydy	Present
ristiinnaulitsivat	Past
sijoitettaisiin	Present
varmistettiin	Past
leijuva	Present
rauhanoppositioon	None
ulottuisi	Present
kylpyjen	None
tavoitti	Past
palvotaan	Present
pitkittäisleikkaus	None
passiivisella	None
liioittelin	Past
modernimpia	None
levittäytyi	Past
kohentunut	Past
yhteneväistä	None
korjattaisiin	Present
kertaantunemme	Present
unohdat	Present
rakastellaan	Present
pohjustettiin	Past
aktivoitu	Past
nätti	None
putosin	Past
vatkautukaa	Present
peruuttivat	Past
kilahda	Present
tapailee	Present
sesto	Present
rehevöitynyt	Past
peitä	Present
lämmennyt	Past
viivakoodit	None
horrostavat	Present
kollektivisoitiin	Past
palpeerataan	Present
cairnterrierinä	None
roomalaistuin	Past
muotoilevat	Present
selfieiksi	None
sairastava	Present
demokraattisuuden	None
nuorentaa	Present
rankattu	Past
löylytti	Past
selittää	Present
pulkkamäin	None
käsitellään	Present
pirstoutuu	Present
etiopianpaviaaneineen	None
kyykäärme	None
pidennettävä	Present
kiinnostuneille	None
biiseissä	None
pommikoneille	None
kirjattava	Present
itseluottamuksen	None
houkutteli	Past
proletaaristuit	Past
aloitteisiin	None
sivuaa	Present
boottaava	Present
hanti	None
nirskahtaisit	Present
piirrettävä	Present
typpioksiduuleista	None
demoralisoituisimme	Present
hoitaa	Present
komeetalle	None
kielletään	Present
vanhennuttaneen	Present
havainnoinut	Past
palataan	Present
hämmästytti	Past
sarjakuviin	None
sirppejä	None
kannatettiin	Past
myrkkyrauhaset	None
vasenkätisistä	None
sijoitettiin	Past
katapultin	None
hämännyt	Past
yhteistyökumppanin	None
kapitalismissa	None
käsketty	Past
teljettiin	Past
oleilevat	Present
saunomisen	None
temaattista	None
pettymysten	None
ostosta	None
jysäyttänevät	Present
muutellut	Past
löytäisin	Present
houkuteltu	Past
tulkitsi	Past
koristekasviksi	None
lauluntekijää	None
fermentoisin	Present
hammashoitajan	None
etupuolelta	None
palellutti	Past
rappeutunut	Past
snobbailisi	Present
irlanninsetterinä	None
käyttäjässä	None
urheita	None
käsitti	Past
timalien	None
imeytyy	Present
kieltäytyisi	Present
laukaisin	Past
houkuteltiin	Past
kuuluisuutta	None
tutkita	Present
lihavuuteen	None
irtisanotaan	Present
selvittelee	Present
karsittava	Present
fluorituksiin	None
tajusivat	Past
luovuttajalle	None
sojottavat	Present
kuljeta	Present
sijoittuivat	Past
harjoituksen	None
jähmenevät	Present
taantuu	Present
kuivatti	Past
meloi	Past
häivytetään	Present
kupeilta	None
turvasivat	Past
yhdistyvät	Present
säilyttämiselle	None
syöttölaattojen	None
riittävä	Present
kutovat	Present
ehtyivät	Past
pistävät	Present
veisivät	Present
listattaisiin	Present
teatterielokuva	None
esittelevät	Present
sorkkinen	Present
kapeneva	Present
yhdistäisin	Present
halkeavat	Present
oikeaoppisille	None
kaliumpermanganaatti	None
alkuvuodessa	None
ohjuksessa	None
lahkolaisia	None
aukottoman	None
kämmi	None
talvehdi	Present
valaistun	Present
imitoinnin	None
sovittelee	Present
alentunut	Past
hieskoivun	None
selventäisin	Present
uuvuttaisiin	Present
edellyttivät	Past
känsityitte	Past
koitti	Past
nykytaiteilijoita	None
aineellisessa	None
rukoili	Past
muotoilitte	Past
muutettiin	Past
viattomana	None
painotti	Past
vihjasi	Past
tokenin	Past
aerodynaamisempi	None
sanouduttava	Present
vajoaa	Present
järkevöityivät	Past
myytävä	Present
kilpailu	None
turvakotien	None
hiihtänyt	Past
etsittäisiin	Present
serbiä	None
kietoutuivat	Past
torjunut	Past
ihmetellään	Present
antidepressiivin	None
vääntelisi	Present
ylensi	Past
sekoa	Present
hiipuvat	Present
bonjannen	Present
dieselissä	None
harkitsen	Present
teoreettisesta	None
ampuma-aseet	None
jälkijäristyksen	None
virkosi	Past
oppositiojohtaja	None
persoonalliseksi	None
agrologiksi	None
alhaiselle	None
taholla	None
kukistettu	Past
katkeilee	Present
yhdenmukaistettu	Past
leveni	Past
synkaatte	Present
törmään	Present
lihoi	Past
äkäännyin	Past
kamaralla	None
voihkaiseva	Present
rinnasti	Past
telkesi	Past
haikailisin	Present
päti	Past
sijaitsi	Past
vaaleanruskeita	None
nykyaikaista	Present
kiinnostavat	Present
hirttää	Present
hidastettu	Past
luisu	Present
ratkottiin	Past
ihmeteltiin	Past
taikoi	Past
lähetän	Present
lennättää	Present
pysähtyi	Past
prosessoidaan	Present
siirtomaavaltaa	None
meinaat	Present
kamomillasauniota	None
estivät	Past
ilmoita	Present
tiputettu	Past
trimmattava	Present
määrännyt	Past
miekkailijan	None
hoituvat	Present
puutuu	Present
linnoittaa	Present
maalipaikka	None
kerätty	Past
peräänkuuluttaa	Present
standardoidun	Present
sotke	Present
soudan	Present
ikuistanet	Present
haavoitettu	Past
kiitoradalle	None
esitellään	Present
liemikilpikonnasta	None
ylettyy	Present
ominaisuuksilta	None
toipuivat	Past
nidettä	None
mallineet	None
puhuttaa	Present
rakastakaa	Present
riittäisi	Present
kaatuva	Present
tunnistanut	Past
verhoilun	None
kosketti	Past
paranivat	Past
huuhdeltava	Present
epämuodostunut	Past
mumiskoon	Present
olympiajoukkuetta	None
parantavat	Present
guslinsoittajissa	None
tähdittivät	Past
leninistejä	None
ykköset	None
pohjustanut	Past
rannikkokaupunkeja	None
vispilöitäisiin	Present
ostivat	Past
kaadutaan	Present
mukautuu	Present
heltyy	Present
luetteleva	Present
tällännet	Present
häivytetty	Past
olleita	None
työstetään	Present
käyttöliittymien	None
uskalsin	Past
vaihdoin	Past
heikompien	None
pyydystivät	Past
proletaaristanette	Present
häiriinnyt	Present
kiemura	None
käsitteellistänevät	Present
lieriömäistä	None
karakterisoisitte	Present
vahvistettua	None
madaltaa	Present
poseeraavat	Present
verhottu	Past
villiintyi	Past
tietämyksenhallinnoilta	None
heittäytyvät	Present
telakoiva	Present
paholaismaisin	None
täsmennetty	Past
kiinnosta	Present
säilytysastia	None
asustelee	Present
taitekertoimeen	None
keskusteluohjelmaan	None
huolestuttaa	Present
genomin	None
nostatti	Past
täytetään	Present
unettakoon	Present
upotettu	Past
hienontuisin	Present
riipustanee	Present
pelännyt	Past
liimattu	Past
loimu	None
kollektivisoisimme	Present
tilli	None
vihjaillaan	Present
kuhnuri	None
huipennettakoon	Present
tavoitettu	Past
sijoittaisi	Present
tuottaisi	Present
otaksuttiin	Past
burjaatiksi	None
heijastuva	Present
remontoitava	Present
pysäytettävä	Present
keskusteluohjelma	None
työntyvä	Present
ihmettelin	Past
altistaa	Present
haalistuvat	Present
hääpari	None
muuttaisin	Present
kansallislauluna	None
lähettiin	None
kasattiin	Past
hurjettaneen	Present
ennättäkää	Present
digitoitu	Past
kuusivuotiaita	None
lantanoidit	None
työskennellyt	Past
keinottelisimme	Present
vedin	Past
kosketin	Past
edistyivät	Past
kaksinkertaistui	Past
elpyy	Present
emigroitunut	Past
vieritettiin	Past
sutinen	Present
vallataan	Present
piilottavat	Present
selvitettävä	Present
kyseisinä	None
tulostetaan	Present
balkanisoituisit	Present
strategiset	None
lähtee	Present
lyttäsivät	Past
edettiin	Past
tarjoiltiin	Past
peiteniminä	None
kaatopaikalla	None
korjatkaa	Present
värivalokuvauksen	None
kastematoina	None
alitettiin	Past
hevospaarmaan	None
työllistäisi	Present
liehun	Present
jänistä	Present
jättäytynyt	Past
rakastutaan	Present
juolahtaa	Present
rallin	None
kreditoitu	Past
rohkaisisi	Present
ambulanssina	None
heijastumassa	None
kuljeskella	None
laukea	Present
myöhempiin	None
arkkihiippakuntaa	None
hidastaisi	Present
avioituivat	Past
tutustuvat	Present
sotilastukikohdat	None
maallistunut	Past
alistunut	Past
iski	Past
senttilitran	None
kaupunkivaltioita	None
vainoava	Present
leimautuivat	Past
turvaavat	Present
korostuivat	Past
rampautti	Past
seuraajassa	None
keskitettäisiin	Present
veuhdoit	Past
selity	Present
metsästivät	Past
natseista	None
ojikkoineen	None
muistiin	None
luontukoot	Present
saastuta	Present
turhauttaa	Present
tarttukoon	Present
hyötöreaktorien	None
hirveät	Present
virkistää	Present
uskoon	None
ohjaustangosta	None
skannattu	Past
kehittyisivät	Present
suppilovahvero	None
mullistavat	Present
kalastetaan	Present
sirotellaan	Present
nielaissut	Past
tallennetaan	Present
teeskennellen	Present
arvokkaina	None
puolustautuu	Present
mallineessa	None
ansaitsevat	Present
oppisivat	Present
pommittanette	Present
johdannaisen	None
googletamme	Present
tutkittaisiin	Present
taikonee	Present
rapauttaa	Present
ylikuumennemme	Present
kaksipuoluejärjestelmiin	None
säilyttävät	Present
kiipesivät	Past
maanisen	None
synnyttäisi	Present
itsekeskeisittä	None
poimitaan	Present
läjännette	Present
pistivät	Past
trypsiinin	None
työstivät	Past
hauku	Present
videoiva	Present
jauhaisin	Present
kirjoittukoot	Present
varautunut	Past
monimutkaistu	Present
korjaantui	Past
puututtava	Present
puolustat	Present
voida	Present
tykkäävät	Present
hajuveteen	None
villieläin	None
ylikululta	None
suvaitsi	Past
laita	Present
tyydyttävät	Present
sisukas	None
seipi	None
problematiikkaa	None
saneerataan	Present
huomauttivat	Past
kiteyttävät	Present
dieettikeittiöissä	None
kesyyntyvät	Present
kiroillen	Present
tuomiota	None
sijaisnäyttelijän	None
uskouduitte	Past
taivu	Present
pitävät	Present
kuluttivat	Past
herpauttanette	Present
vaihteluissa	None
palaneiden	None
tasangolle	None
jäljittivät	Past
osaavat	Present
ryhtynyt	Past
valloittajien	None
laajenee	Present
riistetään	Present
blokkaisitte	Present
oikaisee	Present
lukiolle	None
tasattu	Past
pyydystävät	Present
vangittava	Present
valloitettava	Present
rahoitettiin	Past
liikuttaa	Present
viljaympyröillä	None
eristäytyä	None
kuoriutunut	Past
tabloidina	None
raivoaa	Present
lävistetään	Present
pommittanut	Past
kaljun	None
maineikkaana	None
lahjoi	Past
eläisivät	Present
konsultteina	None
tiedekunnat	None
hankaloittaa	Present
kuusivyövyötiäisistä	None
puuduttaa	Present
kustansi	Past
taipuu	Present
päälauseina	None
kertaavat	Present
parturoinemme	Present
pohdinnassa	None
luokitellut	Past
kuumentavat	Present
kanttasivat	Past
biopolttoaineeksi	None
hikeennyttäköön	Present
omistaisi	Present
juhlistettiin	Past
tarkastaa	Present
sekosi	Past
takunnette	Present
sijoita	Present
otteluvoittojen	None
uuttaa	Present
juurrutte	Present
panoksilla	None
sekaannuksia	None
ihmetelty	Past
kivetyimme	Past
kehitti	Past
neutriino	None
suolaton	None
turpaan	None
mielisairaala	None
aavikoittanette	Present
kristalloituisi	Present
maanikon	None
kertaantuu	Present
jatsien	None
enetkää	Present
kansoitettiin	Past
seisoivat	Past
petetty	Past
hyväksyttäisiin	Present
morfologisia	None
seurataan	Present
osaan	Present
viettelijää	None
yskii	Present
lukeudu	Present
uivelot	None
lupasi	Past
haikaillette	Present
varastaa	Present
uhattu	Past
katolilaiseen	None
sekoillut	Past
kuvittajana	None
sopeutetaan	Present
varmennetaan	Present
jääkiekon	None
tukista	Present
reagoisivat	Present
laantui	Past
lumisateeseen	None
varoittavat	Present
reunustettu	Past
katsoimme	Past
pedagogian	None
piinaava	Present
luotaavat	Present
oppi	Past
viitannut	Past
käynnistyivät	Past
nokkaisivat	Past
ratkotaan	Present
puettiin	Past
kuvaava	Present
kansoittivat	Past
kafeterioitta	None
kategorinen	None
liipaisin	Past
kadottanut	Past
itsenäistyivät	Past
rasista	None
esiinnyttävä	Present
leimaavat	Present
ekologisten	None
ymmärtäisivät	Present
vene	None
innostuneilta	None
muistettava	Present
hyötyisi	Present
yhdyn	Present
akvarelleihin	None
puksuttakoot	Present
elintoimintojen	None
pidellään	Present
retiisiksi	None
maailmancupit	None
projektipäällikön	None
nynnitään	Present
sävytetty	Past
ostattakaa	Present
kalsiumlaktaatilta	None
joutuisivat	Present
kuulakärkikynä	None
vetäytyy	Present
ompeluneuloihin	None
kihlattu	Past
uudehkossa	None
motivoitu	Past
sodi	Present
systemaattiseen	None
rajoitetaan	Present
hahmotellaan	Present
jäljitellen	Present
olette	Present
seikkaillen	Present
erilaisissa	None
lippulaivaan	None
kullastakaamme	Present
editoida	None
barbituraatteja	None
kehkeytynet	Present
puolituttava	Present
viestittävät	Present
tuotekehittely	None
veuhdoin	Past
jonottavat	Present
ketjureaktion	None
toksikologiassa	None
suorittivat	Past
heiluttavat	Present
tyhjentää	Present
murresanojen	None
rikoksesta	None
hörönauruin	None
hengitysilmaa	None
äyrität	Present
kellonperiksi	None
varattava	Present
ohjausjärjestelmää	None
vietettiin	Past
tyydytintä	None
syrjäytetään	Present
huoneistoista	None
kirjoittakaa	Present
lennonjohdolle	None
musertuu	Present
konsultoitu	Past
taktiikoista	None
isänmaasta	None
läpikäyvä	Present
näännytettävä	Present
kustanna	Present
kidnappasivat	Past
aavikkomaratta	None
hopeamitalin	None
rumentuisi	Present
briiffasitte	Past
reikäkortteina	None
moninaistuva	Present
organisaatioon	None
pelailit	Past
liputetaan	Present
kaatuu	Present
curlingista	None
katsastaa	Present
työsti	Past
nojautuu	Present
puhujista	None
tarkistaisi	Present
sumuunnuttiin	Past
toipuisi	Present
hytkäyttäkööt	Present
pudotettu	Past
mukautui	Past
soveltunut	Past
tuliaseiden	None
negatiivisiin	None
ortodoksiseen	None
muuttaisivat	Present
vammoitta	None
kilisytettävä	Present
nimeäisi	Present
kieltää	Present
limautuva	Present
selittävä	Present
alistettava	Present
runoelma	None
vuonoon	None
austronesialaisille	None
ompelukoneilta	None
leisku	Present
käytettiin	Past
saavutte	Present
ahtoi	Past
sisältö	None
läikyttää	Present
tuhoavat	Present
nummilla	None
myöntää	Present
sotkeudu	Present
kiipeää	Present
löisi	Present
opettelee	Present
majoitettu	Past
harjoitetaan	Present
otaksuu	Present
yhtynyt	Past
vulkanoisit	Present
kellastanet	Present
lieriöt	None
tiuskinevat	Present
nuohotaan	Present
protokollalla	None
talvioksi	None
takaraivossa	None
mainosta	Present
orvokkikasvia	None
ftaalihappo	None
muuntavat	Present
eskatologia	None
mukaisesta	None
perun	Present
sitouduttava	Present
nielaisimme	Past
rengastetaan	Present
myönsivät	Past
hapettava	Present
pirstoutui	Past
etsijöiden	None
käyttäkää	Present
ylettyi	Past
muunnetaan	Present
loikkinette	Present
tarkoittanut	Past
entisöity	Past
vahingoittivat	Past
vinssillä	None
kehkeytynette	Present
hennon	Present
turismi	None
asentanette	Present
jäljittelivät	Past
kiteytyy	Present
liikuttuu	Present
syrjäytyi	Past
farkkukankaana	None
luistelevat	Present
kohdistaa	Present
rahdattiin	Past
puolustavat	Present
kiertelevät	Present
hienostunut	Past
syvensivät	Past
uimala	None
yritetty	Past
kuristin	Past
kiistävät	Present
paradoksiksi	None
aaltoillen	Present
sorsasta	Present
harjoittelivat	Past
työllistyy	Present
erkanevat	Present
valikoidaan	Present
musiikillisten	None
ammentaa	Present
synnytti	Past
surullisia	None
katodina	None
jalometallia	None
millilitraa	None
pakenevat	Present
lahtelaiset	None
lyllertäkäämme	Present
alin	None
syötettiin	Past
poikettaisiin	Present
lukutoukille	None
uraanirikasteita	None
koostaa	Present
nunnille	None
ennätti	Past
poikkilaivassa	None
manaaja	None
aaltoileva	Present
koulutuin	Past
hämäävät	Present
versoi	Past
nyljettiin	Past
sponsoreihin	None
lannisti	Past
raivataan	Present
tuullamme	Present
teloitettava	Present
kromatkoon	Present
moraalifilosofiassa	None
absessi	None
kontrolloidaan	Present
älypeli	None
korokkeen	None
loppupelejä	None
turvattaisiin	Present
lavoilla	None
linjamiesten	None
lahjakkaana	None
rantautuvat	Present
tiloineen	None
miedontaisivat	Present
tarvitaan	Present
kvartsi	None
yhteenliittymänä	None
kompastuttanette	Present
lyhentyi	Past
eriteltiin	Past
laittaisivat	Present
sanoi	Past
onkinen	Present
hukuttanut	Past
elpynyt	Past
myöntävät	Present
sovittivat	Past
omaava	Present
kauhuleffaa	None
selvittelin	Past
itket	Present
asianosaiset	None
juorusin	Past
harrastajana	None
harrastaa	Present
näpelöitävä	Present
arvostan	Present
luotaan	Present
kohdista	Present
samaisessa	None
jatkanut	Past
laattaan	Present
maissilla	None
manierismiksi	None
kuunnellaan	Present
lehtimetsien	None
pidättävät	Present
hakeuduttava	Present
karjaisemme	Present
olentoja	None
antikommunistisen	None
tyrehdyttää	Present
interpoloidaan	Present
tapahtuvat	Present
maastavetoa	None
kiehtonen	Present
opettaa	Present
parkaisu	None
keskimmäisestä	None
instrumentaatiolta	None
rikkoisivat	Present
rahoittavat	Present
slovakia	None
syytä	Present
kehkeytyy	Present
hehkuvat	Present
kuvitetaan	Present
polkenevat	Present
sokaisi	Past
madallettiin	Past
kuhertaisin	Present
oksensi	Past
vakuuttavien	None
saartaa	Present
toistettiin	Past
eläisit	Present
desinfiointilaitteisiin	None
innoitti	Past
istunut	Past
rakentuivat	Past
kaasumaista	None
sikäläistä	None
kieltävät	Present
laskuttaa	Present
neuvostoliittolaisille	None
jännittyneeksi	None
rapsuttelette	Present
uuraaseen	None
pääskysparvessa	None
jatkat	Present
ennakoinut	Past
järkytämme	Present
klubeihin	None
hinataan	Present
toissijaiseen	None
tyrehtyy	Present
haalistuu	Present
kaupankäynti	None
saamea	None
keräilyistä	None
sähköistää	Present
tarkkailija	None
farmarit	None
kuulostivat	Past
villiinnyttäneen	Present
virolaisilla	None
menestyi	Past
henkirikoksista	None
omaelämäkerrallisesta	None
autettiin	Past
eritellä	None
urakoinut	Past
hyllytettiin	Past
myönnän	Present
muistelin	Past
iskostunut	Past
pienentää	Present
yhteenlasketuista	None
napakoruissa	None
käsiajat	None
magnetiitin	None
koemme	Present
aliarvostanen	Present
pelannut	Past
haun	None
tutkimusprojektia	None
muovipussi	None
aktiivisti	Past
alijäämän	None
paasatkaa	Present
edistynyt	Past
sokelsi	Past
tuominnut	Past
halpenivat	Past
julkaise	Present
makeutettu	Past
varamies	None
asevelvollisuusaikana	None
kaappaajat	None
suolattiin	Past
rankan	None
vajosivat	Past
kitise	Present
nousi	Past
absorptiometriaksi	None
painottaisit	Present
hoikistunut	Past
kuormattu	Past
paljasta	Present
tukahduttivat	Past
pelkistävä	Present
kiilaat	Present
onnistut	Present
ällisty	Present
liukeneva	Present
realistiselta	None
huomattakoon	Present
soittakaa	Present
kiehnättävä	Present
filologia	None
magneettikenttää	None
toteutettava	Present
paloitellaan	Present
kiipesi	Past
nivoutui	Past
näkisivät	Present
selittänee	Present
lypsä	Present
koteloinet	Present
kariutti	Past
aikavälein	None
prismassa	None
tunnisti	Past
liehuu	Present
leyhytelty	Past
kykenisi	Present
pimennosta	None
piirustuksin	None
puupuhallin	None
syövytetään	Present
painellet	Present
anafylaktisina	None
kunnalliset	None
tarpeettoman	None
perhosta	Present
pysähtyvät	Present
ennusti	Past
hemmottelitte	Past
kirkastuva	Present
kätyriä	None
tasoitettu	Past
valitat	Present
luiskahtanette	Present
raivasivat	Past
punoutunevat	Present
murhaavat	Present
taottanemme	Present
tursuisi	Present
etikkahapoksi	None
käsiteltäisiin	Present
tambopatanmuuralla	None
vastakohta	None
globaaleihin	None
morsiamesta	None
pelastanut	Past
lypsivät	Past
keihäsmiehineen	None
voinen	Present
lihavoidaan	Present
miekkaillevat	Present
ontologioita	None
tunnistamme	Present
pakkolunastettiin	Past
jalostetaan	Present
vähemmistöön	None
tuudittakaamme	Present
aitotumaisiin	None
standardisoinnin	None
istuttiin	Past
rupean	Present
kertaluvun	None
selitettävä	Present
ryskynet	Present
säteile	Present
varauduttava	Present
kolahtanemme	Present
jännittävät	Present
peltoon	None
kaarnoittunette	Present
pääkonttorista	None
diagnosoitiin	Past
ilmoitin	Past
leikkivä	Present
rupeaa	Present
käsirautojen	None
kirjataan	Present
dynastiat	None
seisakkeena	None
siirry	Present
vatkataan	Present
samaistivat	Past
sukupuolisesta	None
geeniterapian	None
ulostettakoon	Present
elättävät	Present
kannattelevat	Present
altistuvat	Present
mukailevat	Present
soinen	Present
papittarena	None
tulostukaa	Present
verestät	Present
plastisen	None
penkoa	None
lähtisivät	Present
siirtokunnassa	None
tallennettu	Past
mahdat	Present
järjestellään	Present
sävellettiin	Past
jakautuvat	Present
saneerannee	Present
kuvitellaan	Present
boikotoinut	Past
turpiini	None
pariisilainen	None
asvaltoisivat	Present
saattaisivat	Present
vallatkoon	Present
säveltää	Present
tuon	Present
odottava	Present
neutraalisti	Past
höylätty	Past
ohjastanut	Past
määräytyivät	Past
kylmenin	Past
havaitsin	Past
sairastettu	Past
edesmennyt	Past
onnistuttu	Past
säälittävä	Present
simputus	None
kuvasi	Past
realisoitunee	Present
pahoitteli	Past
hieraissee	Present
pistokkeen	None
inkeriläisiin	None
muistavat	Present
vältän	Present
poissaoloja	None
sirkkelin	None
kasvatukseen	None
muutettaisiin	Present
vahinkoon	None
raportoitiin	Past
purista	Present
suunnataan	Present
asettuisivat	Present
ilmastunevat	Present
marshallia	None
muotoilisit	Present
perustelin	Past
murentaa	Present
törmäsivät	Past
voittamaton	None
sepelöisimme	Present
laiskottelen	Present
korvautuvat	Present
afrikkalaisten	None
kuulosta	Present
niitin	Past
näpelöidään	Present
ympäröivä	Present
videopelille	None
epäjohdonmukaisia	None
loiventukoot	Present
juhlinut	Past
pukeudu	Present
hoatsin	None
laukaistu	Past
haiman	None
muinaisenglanti	None
myötäilevä	Present
romanttiseen	None
pelastautuu	Present
hilpaisen	Present
syövät	Present
vuotispäiviä	None
laskettavat	Present
äänittänyt	Past
kiristäjä	None
uhkaus	None
aloittaisi	Present
ajoittuivat	Past
panostettiin	Past
hallitusohjelma	None
kuroutuu	Present
epäonnistu	Present
jäädy	Present
huollettu	Past
graavaisimme	Present
avautuva	Present
haarottaisit	Present
iskettiin	Past
ikuistettiin	Past
ratapiha	None
ontui	Past
esineistä	Present
edamjuustoja	None
vierasti	Past
länsimaistanut	Past
kastettava	Present
turistikohteita	None
hakee	Present
mustelma	None
liiketoiminnoista	None
ylläpitänyt	Past
eristyi	Past
viimeisimpiä	None
vertaile	Present
hyvyydestä	None
jälkeisillä	None
käskenyt	Past
kuvaat	Present
läpikäyty	Past
derivoitu	Past
mursi	Past
osata	None
kustannetaan	Present
digitalisoitu	Past
omistautuu	Present
valmistuvat	Present
helskytetään	Present
loputtaneen	Present
värväytyä	None
kuunnellen	Present
alistuttaisiin	Present
kotiuttanut	Past
flaneeratkaa	Present
ilmaantua	None
kihartunen	Present
moottorivioitta	None
siittimen	None
seitsikon	None
sivustalla	None
kilpistyivät	Past
tuhoutunut	Past
merimerkeiksi	None
lehmukset	None
ajantasaistanut	Past
hidasta	Present
älähtäisitte	Present
löydyttävä	Present
aivovammat	None
talouskasvu	None
mikrobeille	None
motivoiva	Present
irrotti	Past
syrjäseudutta	None
eroteltu	Past
käsittelyä	None
kierrätti	Past
tajutaan	Present
kaivelevat	Present
havaitsi	Past
puoltava	Present
ratkaistu	Past
kiteytynyt	Past
juustoutamme	Present
sointunut	Past
vapautettaisiin	Present
kunnioittaa	Present
sammui	Past
menesty	Present
nimeää	Present
työskenneltiin	Past
esitelmöinyt	Past
kuvailevat	Present
matkailusta	None
lyhentynyt	Past
torjuivat	Past
akkumuloikaa	Present
silmänkääntäjä	None
kovertakoon	Present
palkitsimme	Past
yhdistelköön	Present
sanskriitin	None
vuotavat	Present
hattutempuista	None
välitettiin	Past
kirjoittaisin	Present
elkeiksi	None
budjettia	None
palkitsi	Past
aihepiirien	None
sortuivat	Past
tuonelaan	None
tahattomasta	None
käyttökelvoton	None
meloivat	Past
korottanut	Past
hukattu	Past
kahdentaa	Present
puhkesi	Past
talutti	Past
vakuuttunut	Past
potilaat	None
rumpusettiä	None
hirnunee	Present
ilmaantuvat	Present
lyön	Present
suhtaudun	Present
riivattu	Past
kellahdutettava	Present
kiihdytetty	Past
lupasivat	Past
futuristinen	None
nopeampaa	None
kuutiojuuressa	None
juonen	Present
kestänee	Present
suihkuseurapiireiltä	None
oivallettu	Past
varietee	None
teeskenteli	Past
maaseutuun	None
spray	None
pitäjiin	None
koulutuskeskus	None
himoitse	Present
rakastan	Present
notaarin	None
doupattiin	Past
samanarvoiset	None
kannatti	Past
nöyryyttävät	Present
käsittelin	Past
vieroitukseen	None
parannettava	Present
raasuihin	None
harppuun	None
käännyttävät	Present
täyttyisi	Present
nuorensi	Past
pistemäärän	None
kalkuttanut	Past
kykenee	Present
kompastunut	Past
vedätytämme	Present
halveksuivat	Past
pätevä	Present
pakeni	Past
keskustellen	Present
kartiomaista	None
lotottiin	Past
italialaista	Present
pohjaava	Present
aikaistettiin	Past
hautuvat	Present
vuottaa	Present
lopputulokset	None
nöyryytyksiä	None
kemiaan	None
epäonnistuisivat	Present
tarjoan	Present
nuorempia	None
armiaan	None
lieventävät	Present
rajaan	Present
kannustamme	Present
kaavailee	Present
laittakoon	Present
lepäävät	Present
ylikuormittanen	Present
sarjakuvalehdissä	None
kylmään	Present
perattiin	Past
hyönteismyrkyt	None
toistettava	Present
suojautunet	Present
jääpallosta	None
jousitettava	Present
sumutetaan	Present
sotkevat	Present
rikokseen	None
kartongit	None
pystyttävä	Present
