sytyttiin	kortistoitiin	lemma
hyväksikäytöistä	hyväksikäytöin	Case
olympiapaikoilta	olympiapaikalta	Number
kuituihin	kuituun	Number
kryptaamme	kryptaa	Person
kertautukoon	kertaudu	Person
iskevän	iskevien	Number
vierashuoneet	muuttajat	lemma
kaaputitte	kaaputatte	Tense
alennusmyynteinä	alennusmyynnit	Case
kirpakoiksi	kirpakaksi	Number
prioriksi	prioreiksi	Number
luopunee	luopunevat	Number
yksikotista	nainutta	lemma
septetoilta	septetolta	Number
jämään	jämässä	Case
eksosytooseissa	eksosytooseilta	Case
hedekukinnot	hedekukinto	Number
helskyimme	helskyi	Person
notkistatte	notkistat	Number
äksyyntynemme	nyrjähtänemme	lemma
lehmuksen	lehmusten	Number
keikarimaisena	keikarimaisina	Number
rakeistan	rakeistanen	Mood
kehitysvammaisista	kehitysvammaisia	Case
pidätyimme	pidätymme	Tense
kappalemäärät	kappalemäärinä	Case
pähkinäpuihin	pähkinäpuista	Case
jakajille	perintätoimistoille	lemma
rappeuttaisivat	rappeuttanevat	Mood
ahnaiksi	ahnaaksi	Number
toistava	rokkaava	lemma
taistelupanssarivaunua	taistelupanssarivaunuja	Number
myrskyää	myrskyävät	Person
rahanlainaajat	rahanlainaajissa	Case
ansaitsisitte	ansainnette	Mood
haruksina	haruksissa	Case
hennasin	hennaan	Tense
terveellisen	naisellisen	lemma
parkukoon	parkukaamme	Person
stadioniksi	stadionista	Case
erottaudun	erottaudut	Person
aluskarvoilla	aluskarvoin	Case
suurina	suurena	Number
pikkurousku	pikkurouskulta	Case
laittomiksi	laittomaksi	Number
yksinkertaistunevat	yksinkertaistunee	Number
botaanisissa	myytillisissä	lemma
pyrstökkäälle	pyrstökkäille	Number
niklatkoon	niklatkaamme	Person
lotraavat	lotrannevat	Mood
rinnakkaisella	rinnakkaisilla	Number
sohlattu	sohlannut	Voice
sydänpuutta	sydänpuitta	Number
ubiikkiyhteiskunnitta	nikotiinipurukumeitta	lemma
rautakeuhkoa	rautakeuhkossa	Case
elinkelpoista	elinkelpoinen	Case
imeväiskuolleisuudet	sisut	lemma
jälkeinen	jälkeiseen	Case
pyörätelineinä	pyörätelineiltä	Case
klaffituoli	klaffituolit	Number
laukauksiin	laukaukset	Case
suihkuan	suihkuatte	Person
raakileetta	raakiletta	Case
yhtenäistänyt	kimmahtanut	lemma
haastavuuksiin	haastavuuteen	Number
kipristänette	kipristänet	Number
pyrstömuurassa	pyrstömuuraa	Case
tartunnanlevittäjät	tartunnanlevittäjiä	Case
ferriittiantennit	ferriittiantenneitta	Case
ohutkaulaisessa	ohutkaulaiselta	Case
saivarrellet	saivarrellen	Person
metsähanhet	metsähanhissa	Case
kaasunaamariksi	kylvöajaksi	lemma
vivuksi	vivuiksi	Number
valloittanemme	valloittakaamme	Mood
stereotyypeillä	oheistuotteilla	lemma
lyijysinettiin	lyijysinetillä	Case
kapaisisitte	loksuisitte	lemma
hinkattakoon	hinkataan	Mood
jyskyttänette	pajukoitunette	lemma
affisioitiin	kimmellettiin	lemma
haarotettakoon	haarotetaan	Mood
nöyristelisimme	nöyristelkäämme	Mood
pinnallistukoot	pinnallistuisivat	Mood
kahlaisivat	kahlaisitte	Person
elokuvantekijä	lentoturma	lemma
saaristot	saaristo	Number
kuolleesta	kuolleen	Case
hölkkäsit	hölkkäsin	Person
hyökkäilee	hyökkäilevät	Person
perserei'in	persereikineen	Case
ylioppilaslakilla	ylioppilaslakeilla	Number
sekoitukseksi	sekoituksen	Case
juoksujalkaisetta	juoksujalkainen	Case
asunnottomuudeksi	pääskykahlaajaksi	lemma
kallistetut	kallistettu	Number
vitsin	vitsien	Number
veitikoitta	veitikoita	Case
ylhäisöin	pikakirjoituksin	lemma
vastaehdotukset	vastaehdotus	Number
nokkaunin	nokkaunina	Case
hapotimme	koteloimme	lemma
autohurjastelijoita	autohurjastelijoina	Case
rääkäisisitte	rääkäisisin	Person
ylämaankarjalta	ylämaankarjoilta	Number
sensuroitte	sensuroimme	Person
ventiloinee	ventiloinette	Person
observatoriolla	observatorio	Case
transkriboisitte	transkriboisit	Number
takavedotta	takavedoitta	Number
andrologeilta	andrologilta	Number
uupumukset	uupumus	Number
henkäillemme	henkäillet	Person
vaikeuta	vaikeuttakoot	Person
turhemmatta	turhemmitta	Number
hurmatkaa	raivatkaa	lemma
kätkeydyin	kätkeydyit	Person
hudeiksi	hudiksi	Number
blasaareilta	blasaareina	Case
viilaat	viilaan	Person
standardoitunevat	standardoitunet	Person
reliefit	reliefi	Number
rusikoin	rusikoivat	Person
venakolla	rahtimaksulla	lemma
kykkikööt	kykkisivät	Mood
pelotelkaamme	pelotelkoot	Person
suoriutuu	suoriutuvat	Number
henkilöivät	henkilöisivät	Mood
firmaa	firmoja	Number
piirtämisittä	piirtämisettä	Number
ununheksiumitta	ununheksiumiksi	Case
rangaistuksilla	rangaistusten	Case
gambialaiseksi	porvarilliseksi	lemma
talutimme	talutit	Person
kvartäärigeologian	kvartäärigeologialle	Case
onnellistutti	onnellistutin	Person
heikonnat	heikonnan	Person
vastapaistetutta	kausaalisetta	lemma
tuuria	tuurat	Case
visuaalistakaamme	visuaalistamme	Mood
šamanismissa	šamanismitta	Case
ordinaalit	ordinaali	Number
karjalaisitta	karjalaiset	Case
piipertää	piiperrän	Person
matkaillet	matkaillevat	Person
valkoturskitta	valkoturskille	Case
paperiarkissa	paperiarkkina	Case
näytelmäkirjailijan	näytelmäkirjailijoiden	Number
lämpökäsittelynä	lämpökäsittelyllä	Case
valmistelkaa	pöyhkeilkää	lemma
laasteille	laasteitta	Case
äiskän	äiskien	Number
pissii	pissivät	Number
huolettaisimme	huolettaisi	Person
jääkairausnäyte	jääkairausnäytteessä	Case
ujoudella	refleksillä	lemma
vinylaaleitta	vinylaalitta	Number
hiihdäntä	hiihdännät	Number
päätyä	päädyssä	Case
poikkilaivoilta	poikkilaivat	Case
taloustieteestä	taloustieteistä	Number
nollakohdat	nollakohditta	Case
h-hetkistä	h-hetkiin	Case
tiedemiehet	tiedemies	Number
ydinsaasteet	ydinsaaste	Number
henkäilisitte	henkäilette	Mood
nakertaisit	nakertaisimme	Person
kiinnittäydymme	kiinnittäytyisimme	Mood
dukaatilta	dukaatiksi	Case
heltat	päädyt	lemma
marisijoiden	marisijoissa	Case
ärjähtänette	ärjähtäkää	Mood
ristikuulustelisivat	ristikuulustelisimme	Person
kujertaisi	kujertaisivat	Person
advektiosta	advektiona	Case
rakenteellista	rakenteellisia	Number
munitte	muni	Person
luupeilta	luupilta	Number
hölkyttäisimme	kilahtelisimme	lemma
ulkoiltakoon	retostettakoon	lemma
falskit	naavaiset	lemma
ilmaisussa	ilmaisulla	Case
liukasteita	liukasteineen	Case
parveutunet	parveutunette	Person
kasvirasvoille	kasvirasvoja	Case
egyptinkielisiksi	ohuthuulisiksi	lemma
verisyövin	verisyöpineen	Case
animistiset	nokalliset	lemma
laukaisut	laukaisu	Number
tumpeloisit	tumpeloisivat	Person
typekkäinä	typekkäille	Case
loppuotteluun	loppuottelun	Case
painantoihin	painantoja	Case
pahennut	pahentuvat	Person
älyttänet	älytä	Mood
hapottanen	lihonnen	lemma
orgaanisiksi	orgaaniset	Case
viuhdoitte	viuhdoit	Person
kandeeraisimme	kandeeratkaamme	Mood
kakkospesälle	kakkospesä	Case
merikarhut	merikarhu	Number
kullankaivuille	kullankaivuulle	Number
sammuttimelta	sammuttimilta	Number
epälikvideiksi	leppeimmiksi	lemma
lamattakoon	lamattaisiin	Mood
rikkaatta	rikkaassa	Case
viidakkokissaksi	viidakkokissa	Case
astahtanen	astahdan	Mood
kärjistä	kärjistänet	Mood
liikavarvasta	liikavarpaita	Number
sisältänet	sisältänemme	Person
elämöintien	elämöinnin	Number
sinkoutuisivat	sinkoutukoot	Mood
stuntiksi	stunteiksi	Number
anorektiseksi	määräileväksi	lemma
vääntelehtisi	nivoisi	lemma
säännöt	sääntö	Number
jämäköityisitte	jämäköityisi	Person
optimien	optimin	Number
brändinä	brändiltä	Case
stressisairautena	stressisairauksina	Number
ohjelmasarjoista	ohjelmasarjoiksi	Case
diopsideiksi	diopsidien	Case
humboldtinvilla-apinoille	humboldtinvilla-apinoilla	Case
jääkuutiolle	jääkuutiossa	Case
psykomotorista	psykomotorinen	Case
juotokset	juotoksilta	Case
tenniskentälle	tenniskentältä	Case
uudestisynnyitte	kuoletitte	lemma
seiloreineen	seiloreille	Case
viskannet	liukastunet	lemma
kuolemantansseiksi	kuolemantanssiksi	Number
vesirajaan	vesirajan	Case
ekonometrinen	kolmimiehinen	lemma
lyöttäytyy	lyöttäytyvät	Number
heikonnun	heikontuvat	Person
kurdeista	kurdit	Case
pogromia	pogromeja	Number
vajan	vaja	Case
broholminkoirista	broholminkoirasta	Number
gnuantilooppina	gnuantiloopissa	Case
irtonumeroina	irtonumerona	Number
imuroinevat	laajennevat	lemma
rungoksi	runko	Case
universaali	kolossaalinen	lemma
oliivilehdoitta	oliivilehtoineen	Case
kiepahditte	kiepahdatte	Tense
kanotoit	kanotoitte	Person
työväenliikkeissä	työväenliikkeessä	Number
hokkoon	hokoksi	Case
handicapilta	handicapiin	Case
harhana	harhaksi	Case
eliminaatiossa	rahoituslaitoksessa	lemma
finanssioppeja	päälipeittoja	lemma
toileteiksi	toiletteja	Case
virittänet	ruostunet	lemma
linjannen	linjaan	Mood
ruokakaloilla	ruokakaloilta	Case
pirtelönä	pirtelöinä	Number
traagisiin	traagiseen	Number
hämääntyy	hämäännyt	Person
amiini	šakinpelaaja	lemma
navigoinette	navigoinet	Number
herännäisyys	herännäisyydestä	Case
henkiparantajia	henkiparantajilla	Case
jököttäisimme	jökötämme	Mood
oikeudellisitta	oikeudellisetta	Number
altistaisimme	romahtaisimme	lemma
kaasunaamarilta	kaasunaamarissa	Case
kapitalistiset	kapitalistinen	Number
puoliluvulla	puoliluvussa	Case
rikastivat	rikasti	Person
hoikennettu	retustettu	lemma
vuonit	laahaannuit	lemma
sivukierteettä	sivukierrettä	Case
etsii	etsivät	Number
häämötä	häämöttäköön	Person
jalkajousiksi	jalkajousissa	Case
tuuppaisitte	tuuppaisi	Person
kolttasaamelainen	kolttasaamelaiset	Number
malpositioiden	malpositioille	Case
kuormitukset	kuormitus	Number
sujakoitta	sujakat	Case
miettikää	miettiköön	Person
adrenokortikaalisina	adrenokortikaalisena	Number
adekvaattiudelle	adekvaattius	Case
höpöpuheista	pakanuuksista	lemma
lakoitta	lakkoihin	Case
näppituntumatta	näppituntumitta	Number
preeriasudelle	preeriasusille	Number
suggeroitavuuden	kunnon	lemma
monikielisyys	monikielisyydestä	Case
harmaahapsilta	rokkibändeiltä	lemma
kultalakoilla	kultalakalla	Number
hylkeenpyytäjää	O-pääntietä	lemma
hämäyksestä	hämäyksellä	Case
keinoelämältä	keinoelämä	Case
valmentajan	valmentajien	Number
timpurinkynineen	timpurinkyniä	Case
diskaan	diskasin	Tense
nipsauttakaamme	nipsauttanemme	Mood
luonnonmagneetteja	luonnonmagneettia	Number
muoviräjähteet	muoviräjähteissä	Case
jalkauduin	jalkauduit	Person
affikseilta	affikseilla	Case
nokkelin	nokkeliin	Case
jäykistyi	kolotti	lemma
panomiestä	panomieheksi	Case
liikahtanette	liikahtanemme	Person
hedelmäsalaattia	hedelmäsalaatteja	Number
kunnallisjärjestöt	kunnallisjärjestöiltä	Case
linsseistä	linssein	Case
etsiytykäämme	etsiytykööt	Person
liputtanette	liputtaisitte	Mood
mansikkasammakkoina	mansikkasammakkona	Number
kummastuttaisi	kummastuttaisitte	Person
ligaasein	ligaasit	Case
rampaantuisimme	rampaantuisit	Person
nuorelta	nuorta	Case
punakasvoinen	punakasvoiset	Number
varoittivat	varoitin	Person
karehdin	karehtivat	Person
vilkaissee	vilkaisset	Person
buuttaat	buuttaan	Person
englanninnoksilla	englanninnoksella	Number
allokoisin	allokoisivat	Person
pilaantuisivat	pilaantukoot	Mood
bisarreita	bisarria	Number
patogeeniltä	patogeeneiltä	Number
hampparoitiin	savetuttiin	lemma
temppuilisitte	temppuilisit	Person
sosiaalidarvinismia	sosiaalidarvinismeja	Number
auringonkylvyille	ruokakulttuureille	lemma
vierasti	vierastivat	Person
temperamentikkain	katsastamattomin	lemma
musketin	muskettien	Number
kummaan	kummaamme	Number
puutarhurista	puutarhurissa	Case
innostuvat	nimittävät	lemma
suonikas	päättymätön	lemma
dieseljunatta	dieseljunitta	Number
jaottanen	jaottanevat	Person
notkistuisi	notkistuisivat	Person
empiristiseksi	empiristinen	Case
stilisoikaa	seestäkää	lemma
kalkkeuduttiin	pudisteltiin	lemma
savustuspöntöstä	savustuspöntöksi	Case
nettikaupasta	nettikaupoista	Number
attraktorissa	attraktoriksi	Case
pahanlaatuistut	pahanlaatuistu	Mood
epädemokraattinen	samantapainen	lemma
kaaleeksi	kaaleiksi	Number
lätkisin	lätkisi	Person
henkilöyksillä	pulsaatioilla	lemma
verisin	kielteisemmin	lemma
epäsointuisilla	katkeamattomilla	lemma
tabuloinevat	tabuloinee	Number
maalailitte	maalailit	Person
emotionaalisten	emotionaalisen	Number
sentralisoitaneen	sentralisoidaan	Mood
juovittaisi	juovittaisimme	Person
improvisaatioihin	momentaaneihin	lemma
folkloristien	läpseiden	lemma
karttuisit	karttuisi	Person
mokatkaamme	mokaa	Person
hatullisiksi	kauheimmiksi	lemma
laitteiden	laitteet	Case
thanatologia	thanatologialla	Case
bakterioplankton	pakkohoito	lemma
jujuineen	jujuihin	Case
banaanikerttulein	sakkolihoin	lemma
varhaiselle	matalaotsaiselle	lemma
akkreditoikaamme	akkreditoikoon	Person
tepsisitte	tepsisivät	Person
vinguttanen	vinguttanee	Person
hurahditte	hurahdatte	Tense
peltikolareita	peltikolareissa	Case
nitro	nitrolle	Case
häpyluussa	häpyluissa	Number
laiskimuksella	laiskimuksen	Case
luomakunta	luomakuntana	Case
malkassa	malkatta	Case
rietastelee	rietastelevat	Person
vahvenette	vahvenevat	Person
hevoskärryillä	hevoskärryiksi	Case
ammattilaiset	ammattilainen	Number
jaat	jakaa	Person
filisterittä	filistereittä	Number
allergisoi	allergisoikaa	Number
kirpeydyn	kirpeydymme	Person
rämistä	rämistäkäämme	Person
gratistoin	gratistoineen	Case
jäsenneltäköön	röyhtäiltäköön	lemma
irtokarkeitta	irtokarkitta	Number
joutavanpäiväisille	joutavanpäiväisittä	Case
fossiilit	fossiili	Number
sulamispistettä	sulamispiste	Case
karibianmuuralle	karibianmuurille	Number
kipparoinet	kipparoisit	Mood
vakinaistakaamme	vakinaista	Person
ukkoetanasta	ukkoetanoista	Number
lakastuu	lakastuvat	Number
oluenvalmistukselle	oluenvalmistuksille	Number
yksityiselämistä	yksityiselämissä	Case
maljallisista	maljallisilta	Case
ylvästelkäämme	ylvästele	Person
varronnen	varronnemme	Person
rakennuitte	rakennuimme	Person
julkaistava	julkaiseva	Voice
kukertaisin	kukertaisitte	Person
suljettaisiin	suljetaan	Mood
vuorenhuippujen	vuorenhuipun	Number
kiukunpuuskissa	kiukunpuuskassa	Number
työtapaturman	työtapaturma	Case
nuorikolla	nuorikolta	Case
nappasi	nappasivat	Number
varjeltu	lämpimin	lemma
ihmetykselle	ihmetyksille	Number
chattia	chatteja	Number
prioniin	prionilla	Case
saakaa	saakaamme	Person
sisennetään	sisennettiin	Tense
akustista	mantereista	lemma
kisoista	kisasta	Number
pelkäsi	pelkäsin	Person
ränsistynemme	ränsistymme	Mood
V-laaksot	V-laaksoihin	Case
sirottelee	sirottelette	Person
armokuolemiin	armokuolemaan	Number
vapiteihin	vapiteissa	Case
ylikuumenisimme	ylikuumenisin	Person
lohkaiset	lohkaisisit	Mood
paloletkuista	paloletkuilta	Case
sirri	sirrit	Number
alituisella	pateettisella	lemma
märkivänä	märkivässä	Case
torjunnassa	torjunnasta	Case
yhteenlaskisimme	yhteenlaskisi	Person
ailahdelkaa	ailahtelette	Mood
kongestioiden	kongestion	Number
kotiarestissa	kotiarestista	Case
kanavoikoon	mendelöiköön	lemma
naurahtelemme	naurahtelen	Number
tiikerihaita	tiikerihain	Case
troolareita	troolareiksi	Case
risonevat	risonee	Number
oksapahveja	oksapahveille	Case
fruktooseilta	laillistamisilta	lemma
oletan	oletamme	Person
punertava	punertavaa	Case
saksantaisitte	saksantaisimme	Person
vesilintuja	vesilintua	Number
laittelevat	laitellevat	Mood
öykkäröi	öykkäröikää	Person
öljylämmitykseltä	öljylämmityksiltä	Number
autuaat	kveeninkieliset	lemma
lankeat	lankeaa	Person
toinnuit	löyhähdit	lemma
sivistyn	sivistyin	Tense
lähennyin	lähennyimme	Number
sovinistisetta	sovinistisitta	Number
dominonappuloista	dominonappulat	Case
valmistelkoon	valmistelkaa	Person
oksennuttakoon	oksennuttakaamme	Person
transversaalista	transversaaliksi	Case
meileihin	meiliin	Number
johtuisivat	panoroisivat	lemma
alentuvat	metalliset	lemma
lapintiaisella	lapintiainen	Case
sammaltanevat	sammaltaisivat	Mood
länsimaistivat	länsimaistitte	Person
vahingoniloisena	silmäänpistävänä	lemma
päihdyttänevät	päihdyttäkööt	Mood
homotsygoottisissa	karnevalistisissa	lemma
pesässä	pesissä	Number
elättäjä	pöytä	lemma
tunnustelee	tunnusteli	Tense
suuntaviivan	suuntaviivojen	Number
afrikannorsuna	ohjelmistoyhtiönä	lemma
kevennät	kevennän	Person
valikoiduin	valikoiduitte	Person
tähystätte	tähystää	Person
merirosvoon	merirosvoihin	Number
innovoit	naulitset	lemma
metrisellä	metrisillä	Number
saksalaistuu	saksalaistuvat	Person
biopsiatutkimuksessa	biopsiatutkimuksissa	Number
ostovoimapariteettia	ostovoimapariteetteja	Number
puroselta	purosen	Case
kammio	kammion	Case
jankuttaisivat	liettyisivät	lemma
merilohena	merilohina	Number
suunnittelumallien	suunnittelumallin	Number
anakruusista	anakruusitta	Case
epävirallisia	epävirallista	Number
turtukoon	lientyköön	lemma
harvinaiset	harvinaisiksi	Case
vajensin	vajensitte	Person
perivät	perit	Person
estottomalta	kuiduttomalta	lemma
työskentelitte	lähensitte	lemma
aerosolitölkkien	aerosolitölkit	Case
ghettojen	matkaoppaiden	lemma
ruveksi	ruvelta	Case
parkkihappoineen	parkkihapot	Case
irtaimistovakuutukselle	irtaimistovakuutukseksi	Case
urasiiliin	onnettomuustilanteeseen	lemma
tiuskimme	salpasimme	lemma
videokirjastoille	videokirjastolle	Number
blankotunnuste	blankotunnusteet	Number
ruumisautot	ruumisauto	Number
uudisasukkaita	uudisasukasta	Number
derivoitaneen	derivoidaan	Mood
kavunnemme	kavunnee	Person
baikalinhylkeeseen	baikalinhylkeestä	Case
ävärryimme	rohisimme	lemma
pitentynemme	pitentynen	Person
hammasrataan	hammasratoihin	Number
demobilisoitaisiin	onnuttaisiin	lemma
lehdestäköön	lehdestäisi	Mood
katkaise	katkaiset	Mood
valuutanvaihtotoimistoon	valuutanvaihtotoimistolta	Case
kyrvit	kyrvimme	Person
eheytenä	eheys	Case
dynastioiksi	lähdeteoksiksi	lemma
massalle	massa	Case
viittomakieli	masennus	lemma
hävittäjäksi	hävittäjää	Case
ralleihin	ralliin	Number
ennakkoasenteilla	ennakkoasenteella	Number
väkivallasta	väkivallalla	Case
nytkikää	nytkikäämme	Person
kammoksuttanevat	rähjännevät	lemma
jaarittelivat	jaaritteli	Person
ansioitukoon	navigoikoon	lemma
tiputelkaamme	tiputelkoon	Person
aavikkotaskurotalla	koirannauriilla	lemma
umpimähkäisistä	kivulloisista	lemma
standardisoinette	standardisoinet	Person
kiihdytät	kiihdytätte	Number
kastattakaa	kastata	Number
keskittyvät	keskittyy	Number
menševikkeihin	menševikit	Case
vieraannutettaneen	vieraannutetaan	Mood
takapuolen	takapuolessa	Case
muusaisi	muusaisivat	Number
kapitaloitaisiin	kapitaloidaan	Mood
kohonnut	kohoava	Tense
verensokerista	verensokeritta	Case
naurahtelitte	naurahtelette	Tense
jankutti	nuokahteli	lemma
kävelytitte	kävelytimme	Person
pesusieni	pesusienettä	Case
totoat	lukkoudut	lemma
helleaalloista	helleaallot	Case
smirgelikankaineen	smirgelikankaiksi	Case
jäähtynet	jäähtynette	Person
saippuoittavat	saippuoittanevat	Mood
duunailette	duunaillette	Mood
kefalalgiat	kefalalgioineen	Case
kuulantyöntäjä	kuulantyöntäjän	Case
johtosarjoilta	sadannoilta	lemma
davidinhirvenä	kuulijana	lemma
innostuttaisin	innostuttaisivat	Person
pistooliammunnoiksi	pistooliammuntojen	Case
häärivät	häärii	Number
vihjailisit	vihjailet	Mood
feministiteologiana	feministiteologioina	Number
brokadia	brokadi	Case
lihavuuskirurgioilla	lihavuuskirurgioilta	Case
vongatkoon	vongatkaa	Person
epäilyttänemme	epäilyttäisimme	Mood
epatotta	epatoitta	Number
sinitäplätursaita	sinitäplätursasta	Number
immunisoit	immunisoimme	Person
diarioinneista	diarioinnista	Number
kuriositeeteissa	kuriositeetissa	Number
tyytyväisimmät	tyytyväisimmin	Case
vienniksi	vienneiksi	Number
matkustajalaivojen	matkustajalaivan	Number
buukkaat	buukkaatte	Person
keittiöpyyhe	keittiöpyyhkeet	Number
tarkentanut	tarkennettu	Voice
hutut	hutuja	Case
glasiaaliselta	lannistumattomalta	lemma
kääpiöbullterriereihin	miinakoiriin	lemma
hirviantilooppi	morsian	lemma
yhdyssanan	yhdyssanojen	Number
määräyksessä	määräys	Case
homotopian	laajenemisen	lemma
uurteelliseksi	uurteellisesta	Case
lääketieteellisiltä	lääketieteelliseltä	Number
huokaillaan	huokailtakoon	Mood
gobinkarhuiksi	gobinkarhuille	Case
patarummuista	patarummusta	Number
inahdan	maistelen	lemma
aasianpalmukiitäjineen	aasianpalmukiitäjistä	Case
vastakanteeksi	vastakannetta	Case
hentosudenkorentoon	rivikirjoittimeen	lemma
vanhentunevat	vanhentunette	Person
gallupoikoot	gallupoikaamme	Person
sokeentukaa	maiskauttakaa	lemma
tahraista	puolituntista	lemma
zoofiilille	ruminaatiolle	lemma
mulkeroista	mulkeroissa	Case
molskahtaisitte	molskahtaisit	Person
hailakoissa	kuppaisissa	lemma
pyhitykselle	pyhitykseen	Case
inhibitorisia	inhibitorista	Number
invalidoin	invalidoi	Person
sprayasin	sprayasit	Person
polle	pollet	Number
sakkautuisimme	sakkautuisit	Person
naljaillaan	naljailtaneen	Mood
uiskentelisin	uiskentelisit	Person
kohauttele	kohauttelet	Mood
haavoittuneiksi	machoiksi	lemma
isoilta	isolta	Number
systeemeille	systeemit	Case
rytiin	ryteihin	Number
desinfektoimme	desinfektoitte	Person
suomuuraimia	suomuurainta	Number
käsittelisin	käsittelisimme	Person
ilostutettiin	ilostutetaan	Tense
mahasyövin	mahasyöpiin	Case
ampaissemme	ampaissette	Person
sveitsinleikkeessä	sveitsinleikkeellä	Case
kaltatkoon	pelkistyköön	lemma
halventunen	ropeloinen	lemma
indonesiansureleina	indonesiansurelina	Number
tikahduttaneen	kypsennettäneen	lemma
inspiroit	inspiroi	Person
järkähtänette	järkähtänevät	Person
katselmuksia	katselmukset	Case
kultamitalistista	kultamitalisteista	Number
kaartui	kaarruin	Person
äidinkielenopettajan	äidinkielenopettaja	Case
neliön	neliötä	Case
pahoinpidellee	pahoinpidellet	Person
limautunemme	limautunee	Person
kuivitta	kuivine	Case
saatavassa	saatava	Case
primitiiviset	primitiivinen	Number
tsunamivaaraan	tsunamivaaroihin	Number
uudennettiin	langattiin	lemma
kalpeuksilla	kalpeuksitta	Case
suosittaa	kietoa	lemma
loveatte	loveaa	Person
brahmalla	makilla	lemma
haarauduttiin	haaraudutaan	Tense
miellytetään	miellytettäisiin	Mood
huipennemme	orjuuttanemme	lemma
hyväntekeväisyysjärjestöiksi	nautapaarmoiksi	lemma
rasvoittuisin	rasvoittuisit	Person
tankan	tankojen	Number
deet	dee	Number
gratinoinevat	gratinoikoot	Mood
hurautetaan	hurautettaisiin	Mood
aurinkovoimat	aurinkovoimia	Case
tehdään	tehtiin	Tense
ferroseenina	kirjankantena	lemma
haaksirikkoutukoon	haaksirikkoutukoot	Number
ydinvastaisin	ydinvastaisina	Case
naksautukset	naksautus	Number
kuihdutettaisiin	kuihdutettakoon	Mood
popularisoikaa	popularisoi	Person
myöhästymisajoiksi	myöhästymisajoissa	Case
nollaannuin	nollaannuitte	Person
hidastuu	hidastut	Person
bentsyylialkoholi	bentsyylialkoholit	Number
kiskaisee	kiskaissee	Mood
alaluokkina	alaluokkien	Case
dodekaedreilla	kingcharlesinspanieleilla	lemma
hoitotyötä	hoitotyönä	Case
roseihin	roseineen	Case
hyväksyi	hyväksyivät	Person
piikkihiiressä	piikkihiireksi	Case
tietokoneistus	remontti	lemma
järjestäjän	järjestäjä	Case
kolloilta	kollolta	Number
salaojittivat	salaojitimme	Person
osakepankkien	osakepankeiksi	Case
ehtaa	järkiperäistä	lemma
vatkaudun	vatkautuvat	Person
vastatkoon	vastatkaa	Person
liittokanslerit	liittokanslereissa	Case
katusoittaja	katusoittajat	Number
jäykentyy	jäykentyvät	Number
donitsi	donitsit	Number
arkistossa	arkistolla	Case
tehottanee	tehottanevat	Number
starttiin	startti	Case
lentosimulaattori	lentosimulaattorit	Number
läpsyisi	läpsyisit	Person
kantasolussa	kantasolulla	Case
ruiskuttakaamme	ruiskuta	Person
haukottelisimme	haukottelisitte	Person
kierteittäkää	kierteitä	Number
konserttoon	konserttoihin	Number
kiukuttanee	kiukuttanet	Person
aristettakoon	paijattakoon	lemma
karheutettiin	näpisteltiin	lemma
magnetoisi	magnetoisivat	Number
tuoneloitta	tuonelat	Case
muikistaisit	muikistaisivat	Person
salakielissä	salakielessä	Number
ikuistanevat	sammunevat	lemma
maalauksellisuuksista	maalauksellisuudesta	Number
arvailuja	arvailua	Number
eläinpatologioihin	eläinpatologioista	Case
salametsästäjäksi	salametsästäjän	Case
surkastuttaneen	maailmallistuttaneen	lemma
menestyjättä	menestyjällä	Case
käymistiloiksi	käymistiloilla	Case
vihertävän	monipuolisen	lemma
julistakoot	julistakaamme	Person
koksiutuisit	koksiutuisivat	Person
aisaisivat	aisaisit	Person
geladoilla	geladat	Case
suhdeluvut	suhdelukuineen	Case
leikkuulaudoilla	leikkuulaudoille	Case
hurmaavimpana	introverttinä	lemma
jauhattaa	sinertää	lemma
ikonografiana	ikonografioina	Number
markkinoista	markkinat	Case
seostakaa	seostakaamme	Person
kelluitte	kelluimme	Person
kaksosveli	kaksosveljeksi	Case
ilmoittautumisajoiksi	ilmoittautumisaikojen	Case
huhtikuiseksi	kirkkaanvihreäksi	lemma
epäpätevyyteen	siirrännäiseen	lemma
treenannee	onnitellee	lemma
antureita	antureista	Case
luvattomia	luvattomiin	Case
suitsittakoon	suitsittaisiin	Mood
keltalieolle	keltaliekoon	Case
skaalautuu	skaalaudumme	Person
tarkensin	tarkensimme	Person
parhaimmistoja	parhaimmistoihin	Case
ryöstö	ryöstöt	Number
trailerit	luotisateet	lemma
tädykkeenä	tädykettä	Case
istukalle	istukaksi	Case
fuusioikaamme	nyplätkäämme	lemma
allergista	kompastuta	lemma
takaisinsironnee	leikkinee	lemma
kääriydyin	kääriydyimme	Person
alkeiskopeista	rakennevioista	lemma
vaakasuoriksi	vaakasuoraksi	Number
tahtiviivatta	tahtiviivoitta	Number
ovellisissa	ovellisin	Case
vetelät	vetelä	Number
paennette	paennemme	Person
leusiittina	leusiitteina	Number
kastiin	kastista	Case
jammasit	jammaat	Tense
arkeologisista	arkeologisina	Case
sukupuolettomille	kafkamaisille	lemma
alijäähtyvät	alijäähtynevät	Mood
tuomiovirhe	tuomiovirheet	Number
mataloiduitte	mataloiduin	Person
kerisit	kerisimme	Person
biokemistille	pikanäppäimelle	lemma
nöyristele	nöyristelköön	Person
sodanjälkeisiin	jäsenisiin	lemma
